version,jar,plugin,config,description,is_deprecated
397,trino-server-397/plugin/kinesis/trino-plugin-toolkit-397.jar,kinesis,security.refresh-period,"",false
397,trino-server-397/plugin/kinesis/trino-plugin-toolkit-397.jar,kinesis,ldap.timeout.read,"Timeout for reading data from LDAP",false
397,trino-server-397/plugin/kinesis/trino-plugin-toolkit-397.jar,kinesis,jmx.base-name,"",false
397,trino-server-397/plugin/kinesis/trino-plugin-toolkit-397.jar,kinesis,ldap.timeout.connect,"Timeout for establishing a connection",false
397,trino-server-397/plugin/kinesis/trino-plugin-toolkit-397.jar,kinesis,ldap.ssl.truststore.path,"Path to the PEM or JKS trust store",false
397,trino-server-397/plugin/kinesis/trino-plugin-toolkit-397.jar,kinesis,ldap.ssl.truststore.password,"Password for the trust store",false
397,trino-server-397/plugin/kinesis/trino-plugin-toolkit-397.jar,kinesis,security.config-file,"",false
397,trino-server-397/plugin/kinesis/trino-plugin-toolkit-397.jar,kinesis,ldap.ignore-referrals,"Referrals allow finding entries across multiple LDAP servers. Ignore them to only search within 1 LDAP server",false
397,trino-server-397/plugin/kinesis/trino-plugin-toolkit-397.jar,kinesis,ldap.ssl.keystore.password,"Password for the key store",false
397,trino-server-397/plugin/kinesis/trino-plugin-toolkit-397.jar,kinesis,ldap.ssl.keystore.path,"Path to the PEM or JKS key store",false
397,trino-server-397/plugin/kinesis/trino-plugin-toolkit-397.jar,kinesis,ldap.url,"URL of the LDAP server",false
397,trino-server-397/plugin/kinesis/trino-plugin-toolkit-397.jar,kinesis,ldap.allow-insecure,"Allow insecure connection to the LDAP server",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.table-description-refresh-interval,"How often to get the table description from S3",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.default-schema,"Sets default schema for kinesis catalogs",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.sleep-time,"Sleep time between fetch attempt retries",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.max-batches,"Maximum number of calls to Kinesis per query",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.iterator-from-timestamp,"Whether to use start timestamp from shard iterator",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.dynamo-write-capacity,"DynamoDB read capacity to be set in client",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.iterator-number,"Checkpoint iteration number",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.checkpoint-logical-name,"Prefix to the checkpoint name",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.iterator-offset-seconds,"Seconds before current time to start fetching records from",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.checkpoint-enabled,"Whether to remember last read sequence number and use it in later requests",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.secret-key,"S3 Secret Key to access s3 locations",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.hide-internal-columns,"Toggle to decide whether to show Kinesis internal columns or not",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.log-batches,"Decides whether to log batch fetch details",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.table-description-location,"S3 or local filesystem directory location where table schema descriptions are present",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.fetch-attempts,"Maximum number of attempts to fetch the next batch from a shard iterator",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.dynamo-read-capacity,"DynamoDB read capacity to be set in client",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.batch-size,"Limit maximum number of rows to return in a batch",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.access-key,"S3 Access Key to access s3 locations",false
397,trino-server-397/plugin/kinesis/trino-kinesis-397.jar,kinesis,kinesis.aws-region,"Region to set while creating S3 client",false
397,trino-server-397/plugin/clickhouse/trino-clickhouse-397.jar,clickhouse,clickhouse.map-string-as-varchar,"Map ClickHouse String and FixedString as varchar instead of varbinary",false
397,trino-server-397/plugin/clickhouse/trino-clickhouse-397.jar,clickhouse,clickhouse.legacy-driver,"Whether to use a legacy driver",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,domain-compaction-threshold,"Maximum ranges to allow in a tuple domain without compacting it",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,keystore-type,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,join-pushdown.strategy,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,keystore-password,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,keystore-password-credential-name,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,write.batch-size,"Maximum number of rows to write in a single batch",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,keystore-user-credential-name,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,case-insensitive-name-matching.config-file.refresh-period,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,case-insensitive-name-matching,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,metadata.cache-ttl,"Determines how long meta information will be cached",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,metadata.cache-maximum-size,"Maximum number of objects stored in the metadata cache",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,case-insensitive-name-matching.cache-ttl,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,decimal-rounding-mode,"Rounding mode for mapping unspecified and exceeding precision decimals. Not used whendecimal_mappingis set to STRICT",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,jdbc-types-mapped-to-varchar,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,aggregation-pushdown.enabled,"Enable aggregation pushdown",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,dynamic-filtering.enabled,"Wait for dynamic filters before starting JDBC query",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,connection-password,"Password for JDBC client",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,dynamic-filtering.wait-timeout,"Duration to wait for completion of dynamic filters",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,statistics.enabled,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,case-insensitive-name-matching.config-file,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,experimental.join-pushdown.automatic.max-table-size,"Maximum table size to be considered for join pushdown",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,decimal-default-scale,"Default decimal scale for mapping unspecified and exceeding precision decimals. Not used when decimal_mapping is set to STRICT",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,insert.non-transactional-insert.enabled,"Do not create temporary table during insert. This means that the write operation can fail and leave the table in an inconsistent state.",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,topn-pushdown.enabled,"Enable TopN pushdown",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,user-credential-name,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,unsupported-type-handling,"Unsupported type handling strategy",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,keystore-password-credential-password,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,connection-url,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,connection-credential-file,"Location of the file where credentials are present",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,connection-user,"user name for JDBC client",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,complex-expression-pushdown.enabled,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,metadata.cache-missing,"Determines if missing information will be cached",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,experimental.join-pushdown.automatic.max-join-to-tables-ratio,"If estimated join output size is greater than or equal to ratio * sum of table sizes, then join pushdown will not be performed",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,keystore-user-credential-password,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,keystore-file-path,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,credential-provider.type,"",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,join-pushdown.enabled,"Enable join pushdown",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,decimal-mapping,"Decimal mapping for unspecified and exceeding precision decimals. STRICT skips them. ALLOW_OVERFLOW requires setting proper decimal scale and rounding mode",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,remote-query-async-cancellation.enabled,"Enable asynchronous remote query cancellation",false
397,trino-server-397/plugin/clickhouse/trino-base-jdbc-397.jar,clickhouse,password-credential-name,"",false
397,trino-server-397/plugin/postgresql/trino-postgresql-397.jar,postgresql,postgresql.include-system-tables,"",false
397,trino-server-397/plugin/postgresql/trino-postgresql-397.jar,postgresql,postgresql.array-mapping,"",false
397,trino-server-397/plugin/postgresql/trino-postgresql-397.jar,postgresql,postgresql.experimental.enable-string-pushdown-with-collate,"",false
397,trino-server-397/plugin/atop/trino-atop-397.jar,atop,atop.executable-read-timeout,"The timeout when reading from the atop process.",false
397,trino-server-397/plugin/atop/trino-atop-397.jar,atop,atop.time-zone,"The timezone in which the atop data was collected. Generally the timezone of the host.",false
397,trino-server-397/plugin/atop/trino-atop-397.jar,atop,atop.max-history-days,"",false
397,trino-server-397/plugin/atop/trino-atop-397.jar,atop,atop.concurrent-readers-per-node,"",false
397,trino-server-397/plugin/atop/trino-atop-397.jar,atop,atop.security,"",false
397,trino-server-397/plugin/atop/trino-atop-397.jar,atop,atop.executable-path,"",false
397,trino-server-397/plugin/memory/trino-memory-397.jar,memory,memory.max-data-per-node,"",false
397,trino-server-397/plugin/memory/trino-memory-397.jar,memory,memory.enable-lazy-dynamic-filtering,"",false
397,trino-server-397/plugin/memory/trino-memory-397.jar,memory,memory.splits-per-node,"",false
397,trino-server-397/plugin/accumulo/trino-accumulo-397.jar,accumulo,accumulo.cardinality.cache.size,"Sets the cardinality cache size",false
397,trino-server-397/plugin/accumulo/trino-accumulo-397.jar,accumulo,accumulo.instance,"Accumulo instance name",false
397,trino-server-397/plugin/accumulo/trino-accumulo-397.jar,accumulo,accumulo.zookeepers,"ZooKeeper quorum connect string for Accumulo",false
397,trino-server-397/plugin/accumulo/trino-accumulo-397.jar,accumulo,accumulo.password,"Sets the password for the configured user",false
397,trino-server-397/plugin/accumulo/trino-accumulo-397.jar,accumulo,accumulo.cardinality.cache.expire.duration,"Sets the cardinality cache expiration",false
397,trino-server-397/plugin/accumulo/trino-accumulo-397.jar,accumulo,accumulo.zookeeper.metadata.root,"Sets the root znode for metadata storage",false
397,trino-server-397/plugin/accumulo/trino-accumulo-397.jar,accumulo,accumulo.username,"Sets the user to use when interacting with Accumulo. This user will require administrative permissions",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.count-distinct-pushdown.enabled,"Controls whether distinct count is pushed down to Pinot. Distinct count pushdown can cause Pinot to do a full scan. Aggregation pushdown must also be enabled in addition to this parameter otherwise no pushdowns will be enabled.",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.forbid-segment-queries,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.prefer-broker-queries,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.grpc.use-plain-text,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.grpc.enabled,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.grpc.tls.ssl-provider,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.aggregation-pushdown.enabled,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.target-segment-page-size,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.broker.authentication.password,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.controller.authentication.password,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.grpc.tls.keystore-path,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.metadata-expiry,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.grpc.tls.keystore-type,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.grpc.port,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.controller-urls,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.non-aggregate-limit-for-broker-queries,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.broker.authentication.type,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.fetch-retry-count,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.controller.authentication.type,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.connection-timeout,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.estimated-size-in-bytes-for-non-numeric-column,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.grpc.tls.truststore-type,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.grpc.tls.truststore-password,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.max-rows-per-split-for-segment-queries,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.max-rows-for-broker-queries,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.max-rows-per-split-for-segment-queries,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.grpc.tls.truststore-path,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.grpc.max-inbound-message-size,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.segments-per-split,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.broker.authentication.user,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.controller.authentication.user,"",false
397,trino-server-397/plugin/pinot/trino-pinot-397.jar,pinot,pinot.grpc.tls.keystore-password,"",false
397,trino-server-397/plugin/resource-group-managers/trino-resource-group-managers-397.jar,resource-group-managers,jmx.base-name,"",false
397,trino-server-397/plugin/resource-group-managers/trino-resource-group-managers-397.jar,resource-group-managers,resource-groups.exact-match-selector-enabled,"",false
397,trino-server-397/plugin/resource-group-managers/trino-resource-group-managers-397.jar,resource-group-managers,resource-groups.config-db-user,"Database user name",false
397,trino-server-397/plugin/resource-group-managers/trino-resource-group-managers-397.jar,resource-group-managers,resource-groups.config-db-password,"Database password",false
397,trino-server-397/plugin/resource-group-managers/trino-resource-group-managers-397.jar,resource-group-managers,resource-groups.max-refresh-interval,"Time period for which the cluster will continue to accept queries after refresh failures cause configuration to become stale",false
397,trino-server-397/plugin/resource-group-managers/trino-resource-group-managers-397.jar,resource-group-managers,resource-groups.config-db-url,"",false
397,trino-server-397/plugin/resource-group-managers/trino-resource-group-managers-397.jar,resource-group-managers,resource-groups.config-file,"",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.database-index,"Index of the Redis DB to connect to",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.key-delimiter,"Delimiter for separating schema name and table name in the KEY prefix",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.table-description-cache-ttl,"The cache time for redis table description files",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.nodes,"Seed nodes for Redis cluster. At least one must exist",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.max-keys-per-fetch,"Get values associated with the specified number of keys in the command such as MGET(key...)",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.table-names,"Set of tables known to this connector. For each table, a description file may be present in the catalog folder which describes columns for the given table",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.key-prefix-schema-table,"Whether Redis key string follows \"schema:table:*\" format",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.scan-count,"Count parameter for Redis scan command",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.hide-internal-columns,"Whether internal columns are shown in table metadata or not. Default is no",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.user,"Username for a Redis server",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.password,"Password for a password-protected Redis server",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.connect-timeout,"Timeout to connect to Redis",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.table-description-dir,"Folder holding the JSON description files for Redis values",false
397,trino-server-397/plugin/redis/trino-redis-397.jar,redis,redis.default-schema,"The schema name to use in the connector",false
397,trino-server-397/plugin/example-http/trino-example-http-397.jar,example-http,metadata-uri,"",false
397,trino-server-397/plugin/local-file/trino-local-file-397.jar,local-file,trino-logs.http-request-log.location,"Directory or file where http request logs are written",false
397,trino-server-397/plugin/local-file/trino-local-file-397.jar,local-file,trino-logs.http-request-log.pattern,"If log location is a directory this glob is used to match the file names in the directory",false
397,trino-server-397/plugin/jmx/trino-jmx-397.jar,jmx,jmx.max-entries,"",false
397,trino-server-397/plugin/jmx/trino-jmx-397.jar,jmx,jmx.dump-period,"",false
397,trino-server-397/plugin/jmx/trino-jmx-397.jar,jmx,jmx.dump-tables,"",false
397,trino-server-397/plugin/oracle/trino-oracle-397.jar,oracle,oracle.remarks-reporting.enabled,"",false
397,trino-server-397/plugin/oracle/trino-oracle-397.jar,oracle,oracle.synonyms.enabled,"",false
397,trino-server-397/plugin/oracle/trino-oracle-397.jar,oracle,oracle.number.default-scale,"Default Trino DECIMAL scale for Oracle NUMBER data type",false
397,trino-server-397/plugin/oracle/trino-oracle-397.jar,oracle,oracle.connection-pool.max-size,"",false
397,trino-server-397/plugin/oracle/trino-oracle-397.jar,oracle,oracle.number.rounding-mode,"",false
397,trino-server-397/plugin/oracle/trino-oracle-397.jar,oracle,oracle.connection-pool.min-size,"",false
397,trino-server-397/plugin/oracle/trino-oracle-397.jar,oracle,oracle.connection-pool.inactive-timeout,"How long a connection in the pool can remain idle before it is closed",false
397,trino-server-397/plugin/oracle/trino-oracle-397.jar,oracle,oracle.connection-pool.enabled,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.auto-purge,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,parquet.writer.block-size,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.max-concurrent-file-renames,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.metastore.thrift.client.min-backoff-delay,"Minimum delay between metastore request retries",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.delegate-transactional-managed-table-location-to-metastore,"When transactional, managed table is created via Trino the location will not be set in request sent to HMS and location will be determined by metastore; if this value is set to true, CREATE TABLE AS queries are not supported.",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.orc.writer.max-compression-buffer-size,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.text.max-line-length,"Maximum line length for text files",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.gcs.json-key-file-path,"JSON key file used to access Google Cloud Storage",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.partition-statistics-sample-size,"Maximum sample size of the partitions column statistics",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.s3.signer-class,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.metastore.thrift.client.socks-proxy,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.hive-views.legacy-translation,"Use legacy Hive view translation mechanism",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.max-concurrent-metastore-updates,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.projection-pushdown-enabled,"Projection pushdown into hive is enabled through applyProjection",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.s3.security-mapping.json-pointer,"JSON pointer (RFC 6901) to mappings inside JSON config",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.metastore.service.principal,"Hive Metastore service principal",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.orc.writer.stripe-max-rows,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.cache.data-transfer-port,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.orc.max-buffer-size,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.metastore.thrift.delete-files-on-drop,"Delete files on drop in case the metastore doesn't do it",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.max-open-sort-files,"Maximum number of writer temporary files to read in one pass",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.s3.user-agent-prefix,"The user agent prefix to use for S3 calls",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.rcfile.time-zone,"Time zone for RCFile binary read and write",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.azure.abfs.oauth.secret,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.metastore.partition-batch-size.min,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.metastore-refresh-interval,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.azure.adl-proxy-host,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.metastore-cache-ttl,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.replay-metastore-recording,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.metastore.thrift.delegation-token.cache-maximum-size,"Delegation token cache maximum size",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.s3.max-error-retries,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.metastore.client.principal,"Hive Metastore client principal",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.s3.storage-class,"AWS S3 storage class to use when writing the data",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.allow-drop-table,"Allow Hive connector to drop table",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.orc.nested-lazy,"ORC lazily read nested data",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.table-statistics-enabled,"Enable use of table statistics",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.storage-format,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.user-metastore-cache-ttl,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.cache.start-server-on-coordinator,"",false
397,trino-server-397/plugin/delta-lake/trino-hive-397.jar,delta-lake,hive.s3select-pushdown.max-connections,"",false
