version,jar,plugin,config,description,is_deprecated
462,trino-server-462/lib/io.trino_trino-main-462.jar,,fault-tolerant-execution-min-partition-count-for-write,"Minimum number of partitions for distributed joins and aggregations in write queries executed with fault tolerant execution enabled",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,query.max-split-manager-callback-threads,"The maximum number of threads allowed to run splits generation callbacks concurrently",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,spiller-max-used-space-threshold,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,dynamic-filtering.large.max-size-per-driver,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,fault-tolerant-execution-hash-distribution-compute-task-target-size,"Target input size for non-writer tasks of hash distribution of fault-tolerant execution",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,task.max-writer-count,"Maximum number of local parallel table writers per task when either task writer scaling or preferred partitioning is used",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,task.cpu-timer-enabled,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,memory-revoking-target,"When revoking memory, try to revoke so much that pool is filled below target at the end",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,optimizer.max-reordered-joins,"The maximum number of tables to reorder in cost-based join reordering",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,memory-revoking-threshold,"Revoke memory when memory pool is filled over threshold",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,fault-tolerant-execution-adaptive-join-reordering-min-size-threshold,"The minimum size of the right side of join to consider reordering",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,query.min-expire-age,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,http-server.authentication.oauth2.oidc.use-userinfo-endpoint,"Use userinfo endpoint from OpenID connect metadata document",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,task.per-operator-cpu-timer-enabled,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,enable-dynamic-row-filtering,"Enable fine-grained filtering of rows in the scan operator using dynamic filters",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,dynamic-filtering.large-partitioned.max-distinct-values-per-driver,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,query.max-queued-queries,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,query.max-run-time,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,sink.max-broadcast-buffer-size,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,optimizer.predicate-pushdown-use-table-properties,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,task.max-worker-threads,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,optimizer.complex-expression-pushdown.enabled,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,fault-tolerant-execution-runtime-adaptive-partitioning-enabled,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,adaptive-partial-aggregation.unique-rows-ratio-threshold,"Ratio between aggregation output and input rows above which partial aggregation might be adaptively turned off",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,task.share-index-loading,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,task.http-response-threads,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,spatial-joins-enabled,"Use spatial index for spatial joins when possible",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,query.max-scan-physical-bytes,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,driver.max-page-partitioning-buffer-size,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,web-ui.preview.enabled,"",false
462,trino-server-462/lib/io.trino_trino-main-462.jar,,query-manager.required-workers,"Minimum number of active workers that must be available before a query will start",false
