version,jar,plugin,config,description,is_deprecated
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,case-insensitive-name-matching.cache-ttl,"",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,ldap.ssl.keystore.path,"Path to the PEM or JKS key store",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,security.json-pointer,"JSON pointer (RFC 6901) to mappings inside JSON config",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,jmx.base-name,"",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,ldap.allow-insecure,"Allow insecure connection to the LDAP server",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,ldap.timeout.read,"Timeout for reading data from LDAP",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,case-insensitive-name-matching,"",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,ldap.ssl.truststore.path,"Path to the PEM or JKS trust store",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,ldap.ssl.truststore.password,"Password for the trust store",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,ldap.ignore-referrals,"Referrals allow finding entries across multiple LDAP servers. Ignore them to only search within 1 LDAP server",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,ldap.url,"URL of the LDAP server",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,ldap.ssl.keystore.password,"Password for the key store",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,security.refresh-period,"",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,security.config-file,"",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,ldap.timeout.connect,"Timeout for establishing a connection",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,case-insensitive-name-matching.config-file.refresh-period,"",false
427,trino-server-427/lib/trino-plugin-toolkit-427.jar,,case-insensitive-name-matching.config-file,"",false
427,trino-server-427/lib/trino-main-427.jar,,plugin.dir,"",false
427,trino-server-427/lib/trino-main-427.jar,,failure-detector.heartbeat-interval,"",false
