version,jar,plugin,config,description,is_deprecated
459,trino-server-459/lib/io.trino_trino-main-459.jar,,query.max-queued-queries,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,task.share-index-loading,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,join-distribution-type,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,fault-tolerant-execution-arbitrary-distribution-compute-task-target-size-min,"Initial/min target input size for non-writer tasks of arbitrary distribution of fault-tolerant execution",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,fault-tolerant-execution-arbitrary-distribution-compute-task-target-size-growth-factor,"Growth factor for adaptive sizing of non-writer tasks of arbitrary distribution for fault-tolerant execution",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,fault-tolerant-execution-runtime-adaptive-partitioning-max-task-size,"Max average task input size when deciding runtime adaptive partitioning",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,internal-communication.https.truststore.path,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,fault-tolerant-execution-hash-distribution-write-task-target-size,"Target input size of writer tasks of hash distribution of fault-tolerant execution",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,query.remote-task.max-request-size,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,query.remote-task.request-size-headroom,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,query.min-expire-age,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,catalog.read-only,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,protocol.spooling.initial-segment-size,"Initial size of the spooled segments in bytes",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,dynamic-filtering.small.max-size-per-operator,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,query.max-length,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,dynamic-filtering.small.range-row-limit-per-driver,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,pages-index.eager-compaction-enabled,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,fault-tolerant-execution-adaptive-query-planning-enabled,"Enable adaptive query planning for the fault tolerant execution",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,http-server.authentication.krb5.service-name,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,http-server.authentication.oauth2.oidc.discovery,"Enable OpenID Provider Issuer discovery",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,task.interrupt-stuck-split-tasks-warning-threshold,"Print out call stacks and generate JMX metrics for splits running longer than the threshold",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,exchange.acknowledge-pages,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,query.max-cpu-time,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,http-server.authentication.oauth2.max-clock-skew,"Max clock skew between the Authorization Server and the coordinator",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,sql.default-function-schema,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,http-server.authentication.oauth2.refresh-tokens.issued-token.audience,"Audience representing this coordinator instance, that will be used in issued token",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,http-server.authentication.oauth2.access-token-issuer,"The required issuer for access tokens",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,http-server.authentication.oauth2.access-token-issuer,"The required issuer for access tokens",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,task.max-drivers-per-task,"Maximum number of drivers a task can run",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,fault-tolerant-execution-hash-distribution-compute-task-target-size,"Target input size for non-writer tasks of hash distribution of fault-tolerant execution",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,task.concurrency,"Default number of local parallel jobs per worker",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,query.max-planning-time,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,query.max-concurrent-queries,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,protocol.v1.prepared-statement-compression.length-threshold,"Compression is applied to prepared statements longer than the configured value",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,fault-tolerant-execution-stage-estimation-for-eager-parent-enabled,"Enable aggressive stage output size estimation heuristic for children of stages to be executed eagerly",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,fault-tolerant-execution-task-memory-estimation-quantile,"What quantile of memory usage of completed tasks to look at when estimating memory usage for upcoming tasks",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,task.min-drivers-per-task,"Minimum number of drivers guaranteed to run per task given there is sufficient work to do",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,optimizer.ignore-stats-calculator-failures,"Ignore statistics calculator failures",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,writer-scaling-min-data-processed,"Minimum amount of uncompressed output data processed by writers before writer scaling can happen",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,spiller-threads,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,task.max-writer-count,"Maximum number of local parallel table writers per task when either task writer scaling or preferred partitioning is used",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,spill-compression-codec,"Compression codec used for data in spills",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,iterative-optimizer-timeout,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,statistics-precalculation-for-pushdown.enabled,"",false
459,trino-server-459/lib/io.trino_trino-main-459.jar,,discovery-server.enabled,"",false
