version,jar,plugin,config,description,is_deprecated
465,trino-server-465/lib/io.trino_trino-main-465.jar,,dynamic-filtering.large.max-size-per-filter,"",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,fault-tolerant-execution-arbitrary-distribution-compute-task-target-size-min,"Initial/min target input size for non-writer tasks of arbitrary distribution of fault-tolerant execution",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,node-scheduler.exhausted-node-wait-period,"Maximum time to wait for resource availability on preferred nodes before scheduling a remotely accessible split on other nodes. Relevant for TASK retry policy only.",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,http-server.authentication.oauth2.oidc.discovery,"Enable OpenID Provider Issuer discovery",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,http-server.authentication.krb5.service-name,"",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,catalog.read-only,"",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,management.user,"Optional fixed user for all requests to management endpoints",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,http-server.authentication.password.user-mapping.file,"",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,exchange.page-buffer-client.max-callback-threads,"",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,fault-tolerant-execution-hash-distribution-write-task-target-size,"Target input size of writer tasks of hash distribution of fault-tolerant execution",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,exchange.concurrent-request-multiplier,"",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,event.max-output-stage-size,"",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,dynamic-filtering.large-partitioned.max-distinct-values-per-driver,"",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,optimizer.experimental-max-prefetched-information-schema-prefixes,"Experimental: maximum number of internal ""prefixes"" to be prefetched when optimizing information_schema queries",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,node-scheduler.min-pending-splits-per-task,"",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,optimizer.enable-intermediate-aggregations,"",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,http-server.authentication.oauth2.challenge-timeout,"Maximum duration of OAuth2 authorization challenge",false
465,trino-server-465/lib/io.trino_trino-main-465.jar,,task.share-index-loading,"",false
