version,jar,plugin,config,description,is_deprecated
434,trino-server-434/lib/trino-main-434.jar,,http-server.authentication.oauth2.refresh-tokens.issued-token.timeout,"Expiration time for issued token. It needs to be equal or lower than duration of refresh token issued by IdP",false
434,trino-server-434/lib/trino-main-434.jar,,task.max-worker-threads,"",false
434,trino-server-434/lib/trino-main-434.jar,,analyzer.max-grouping-sets,"",false
434,trino-server-434/lib/trino-main-434.jar,,optimizer.min-input-rows-per-task,"Minimum input rows required per task. This will help optimizer determine hash partition count for joins and aggregations",false
434,trino-server-434/lib/trino-main-434.jar,,optimizer.non-estimatable-predicate-approximation.enabled,"Approximate the cost of filters which cannot be accurately estimated even with complete statistics",false
434,trino-server-434/lib/trino-main-434.jar,,task.min-drivers,"",false
434,trino-server-434/lib/trino-main-434.jar,,query.max-planning-time,"",false
434,trino-server-434/lib/trino-main-434.jar,,statistics-precalculation-for-pushdown.enabled,"",false
434,trino-server-434/lib/trino-main-434.jar,,re2j.dfa-retries,"",false
434,trino-server-434/lib/trino-main-434.jar,,fault-tolerant-execution-max-task-split-count,"Maximal number of splits for a single fault tolerant task (count based)",false
434,trino-server-434/lib/trino-main-434.jar,,query.manager-executor-pool-size,"",false
434,trino-server-434/lib/trino-main-434.jar,,task.split-concurrency-adjustment-interval,"",false
434,trino-server-434/lib/trino-main-434.jar,,node-scheduler.policy,"",false
434,trino-server-434/lib/trino-main-434.jar,,retry-initial-delay,"Initial delay before initiating a retry attempt. Delay increases exponentially for each subsequent attempt up to 'retry_max_delay'",false
434,trino-server-434/lib/trino-main-434.jar,,query-manager.required-workers,"Minimum number of active workers that must be available before a query will start",false
434,trino-server-434/lib/trino-main-434.jar,,dynamic-filtering.small-partitioned.max-size-per-operator,"",false
434,trino-server-434/lib/trino-main-434.jar,,http-server.authentication.password.user-mapping.pattern,"",false
434,trino-server-434/lib/trino-main-434.jar,,task.task-notification-threads,"Number of threads used for internal task event notifications",false
434,trino-server-434/lib/trino-main-434.jar,,http-server.authentication.krb5.principal-hostname,"",false
434,trino-server-434/lib/trino-main-434.jar,,http-server.authentication.oauth2.user-mapping.pattern,"Regex to match against user name",false
434,trino-server-434/lib/trino-main-434.jar,,query-results.compression-enabled,"",false
434,trino-server-434/lib/trino-main-434.jar,,sql.default-function-catalog,"",false
434,trino-server-434/lib/trino-main-434.jar,,enable-stats-calculator,"",false
434,trino-server-434/lib/trino-main-434.jar,,optimizer.complex-expression-pushdown.enabled,"",false
434,trino-server-434/lib/trino-main-434.jar,,fault-tolerant-execution.memory-requirement-increase-on-worker-crash-enabled,"Increase memory requirement for tasks failed due to a suspected worker crash",false
434,trino-server-434/lib/trino-main-434.jar,,node-scheduler.network-topology.refresh-period,"",false
434,trino-server-434/lib/trino-main-434.jar,,query.low-memory-killer.delay,"Delay between cluster running low on memory and invoking killer",false
434,trino-server-434/lib/trino-main-434.jar,,catalog.prune.update-interval,"",false
434,trino-server-434/lib/trino-main-434.jar,,fault-tolerant-execution-runtime-adaptive-partitioning-enabled,"",false
434,trino-server-434/lib/trino-main-434.jar,,dynamic-filtering.large-partitioned.range-row-limit-per-driver,"",false
434,trino-server-434/lib/trino-main-434.jar,,query.execution-policy,"",false
434,trino-server-434/lib/trino-main-434.jar,,optimizer.table-scan-node-partitioning-min-bucket-to-task-ratio,"Min table scan bucket to task ratio for which plan will be adopted to node pre-partitioned tables",false
434,trino-server-434/lib/trino-main-434.jar,,filter-and-project-min-output-page-size,"",false
434,trino-server-434/lib/trino-main-434.jar,,query.max-total-memory,"",false
434,trino-server-434/lib/trino-main-434.jar,,management.user.https-enabled,"Use fixed management user for secure HTTPS requests",false
434,trino-server-434/lib/trino-main-434.jar,,http-server.authentication.oauth2.refresh-tokens.issued-token.audience,"Audience representing this coordinator instance, that will be used in issued token",false
434,trino-server-434/lib/trino-main-434.jar,,node-scheduler.network-topology.type,"",false
434,trino-server-434/lib/trino-main-434.jar,,task.cpu-timer-enabled,"",false
434,trino-server-434/lib/trino-main-434.jar,,http-server.authentication.oauth2.oidc.discovery,"Enable OpenID Provider Issuer discovery",false
